Artist	Music	Lyrics	Compilation	Title	Type	State	File	Comments	Archive	Original	Genre	Misc. info	Misc. 2	Language	Category	Artist 2	Length	Song start	Song end	Intro	Voice out	Loop start	Loop end	Refrain start	Refrain end	Fade in	Fade out	Hot start	Mix in	Flags	Vote	Volume	Period	Media	Attribute	Tempo	Mood	Energy	Bitrate	File format	BPM	Last date played	Last time played	Last type modification	Folder	CRC	CRCTime
SRDJAN MARJANOVIC				BEBO NE PLACI	90		30001049.MPG								90		4:11.462	0:00.000	4:11.462	0:33.888									4:08.249	0		70		A					128	MPEG L3-44JP					-31568	1156123823	1009738302
SRDJAN MARJANOVIC				OPET SAM TU	MILENIUM 00-08		30001052.MPG								MILENIUM 00-08		3:27.994	0:00.000	3:27.994	0:27.865									3:23.045	0		62		A					128	MPEG L3-44JP					-31568	1891910257	1023611944
SRDJAN MARJANOVIC				DRAGSTOR (MI SMO JEDNO DRUGOM GOVORILI VI)	80		30001050.MPG								80		4:22.850	0:00.000	4:22.585	0:38.100									4:19.495	0		71		A					160	MPEG L3-44JP					-31568	-1331440654	1007976860
SREBRNA KRILA				LJUBIO SAM NADU	80		30001054.MPG								80		3:14.011	0:00.000	3:11.830	0:14.592									2:59.822	0		72		A					160	MPEG L3-44JP					-31568	1808824476	1064847172
SREBRNA KRILA				JA NISAM KOCKAR	80		30001053.MPG								80		3:18.217	0:00.310	3:17.698	0:06.367									3:15.679	0		75		A					160	MPEG L3-44JP					-31568	-1826095621	1064846120
SREBRNA KRILA				PRVA NOC SA NJOM	80		30001055.MPG								80		3:20.803	0:00.000	3:20.121	0:18.879									3:18.705	0		74		A					160	MPEG L3-44JP					-31568	647766278	1064846624
SREBRNA KRILA				ZAKUNI SE LJUBAVI	80		30001057.MPG								80		3:59.882	0:00.000	3:58.514	0:06.390									3:50.056	0		75		A					160	MPEG L3-44JP					-31568	1881016805	1064846716
SREBRNA KRILA				VINO NA USNAMA	80		30001056.MPG								80		4:33.214	0:00.000	4:31.449	0:18.196									4:21.815	0		67		A					160	MPEG L3-44JP					-31568	1976605672	1064846486
STEFAN FILIPOVIC				SECER I VODA	MILENIUM 00-08		30001769.MPG								MILENIUM 00-08		3:23.554	0:00.000	3:20.781	0:17.861									3:18.708	0		63		A					128	MPEG L3-44JP					-31568	-550746967	1151419672
STEFAN FILIPOVIC				JA BIH MOGAO SVE	MILENIUM 00-08		30000075.MPG								MILENIUM 00-08		3:43.535	0:00.000	3:40.499	0:15.061									3:34.544	0		67		A					192	MPEG L3-44SP					-31568	-1853382549	1126186000
STEFAN FILIPOVIC				NEBO I MORE	RECURENT 08-14		30002280.MPG								RECURENT 08-14		4:02.834	0:00.000	3:59.357	0:15.601									3:54.219	0		63		A					224	MPEG L3-44JP					-31568	1981976412	1182770121
STEFAN FILIPOVIC				ZA NJU	RECURENT 08-14		30002282.MPG								RECURENT 08-14		3:01.002	0:00.000	2:57.521	0:06.522									2:55.252	0		65		A					256	MPEG L3-44SP					-31568	-1152441407	1142354448
STEFAN FILIPOVIC				ZRENJANIN	MILENIUM 00-08		30002281.MPG								MILENIUM 00-08		3:42.876	0:00.000	3:37.934	0:21.304									3:36.712	0		65		A					160	MPEG L3-44JP					-31568	-777673997	1172653121
STEFAN FILIPOVIC				NE MOGU BEZ NJE	RECURENT 08-14		30002279.MPG								RECURENT 08-14		2:55.960	0:00.000	2:54.115	0:23.160									2:52.737	0		61		A					160	MPEG L3-44JP					-31568	-418033083	1172653133
STEVAN FADDY				UTJEHA	MILENIUM 00-08		30000002.MPG								MILENIUM 00-08		3:03.150	0:00.000	3:00.509	0:15.927									2:58.356	0		66		A					160	MPEG L3-44SP					-31568	-607701793	1110463753
STEVAN FADDY				POSLEDNJA OBALA	MILENIUM 00-08		30001059.MPG								MILENIUM 00-08		4:05.577	0:00.000	3:57.442	0:25.591									3:48.783	0		70		A					160	MPEG L3-44JP					-31568	-603281171	1095751108
STIJENE				SINGING THET ROCK'N'ROLL	80		30001041.MPG								80		3:49.232	0:00.000	3:48.633	0:24.605									3:43.604	0		67		A					128	MPEG L3-44JP					-31568	-556463125	1011551930
STIJENE				MANIPULATOR	80		30000644.MPG								80		3:26.375	0:00.000	3:25.344	0:07.437									3:16.451	0		68		A					128	MPEG L3-44JP					-31568	-791896637	1011552612
STIJENE				IMA JEDAN SVIJET	80		30000470.MPG								80		3:44.948	0:00.000	3:44.948	0:05.992									3:42.420	0		70		A					128	MPEG L3-44JP					-31568	-236235606	1011552566
STIJENE				JA SAM MORE, TI SI RIJEKA	80		30000483.MPG								80		4:15.694	0:00.000	4:14.832	0:24.241									4:09.824	0		69		A					128	MPEG L3-44JP					-31568	1044304640	1011552666
STING				DESERT ROSE	90		30002604.MPG								90		4:45.918	0:00.000	4:44.019	0:10.954									4:34.566	0				A					128	MPEG L3-44JP				23/11/2014	-31568	-1249933386	1227803520
STROMAE				ALORS ON DANSE	RECURENT 08-14		30002722.MPG								RECURENT 08-14		3:27.258	0:00.000	3:23.695	0:07.302									3:22.889	0				A					320	MPEG L3-44SP				20/11/2014	-31568	-80837961	1286980367
SUNSHINE				MISLI MENE GONE	MILENIUM 00-08		30000726.MPG								MILENIUM 00-08		3:49.254	0:00.000	3:46.144	0:33.230									3:21.536	0		66		A					256	MPEG L3-44SP					-31568	-1052057604	1295283869
THE SUPREMES				BABY LOVE	80		30002646.MPG								80		2:32.563	0:00.000	2:32.563	0:08.856									2:28.773	0				A					128	MPEG L3-44JP				23/11/2014	-31568	-1676124959	1032208412
SUZANNE VEGA				TOM'S DINER (EXT MIX)	90		30002681.MPG								90	DNA	5:25.961	0:00.000	5:18.823	0:48.217									5:15.084	0				A					192	MPEG L3-44JP				19/11/2014	-31568	47504689	1163697501
SUZANNE VEGA				LUKA	80		30002624.MPG								80		3:52.024	0:00.000	3:48.985	0:26.287									3:42.659	0				A					192	MPEG L3-44JP				23/11/2014	-31568	959522373	1163616981
TAJCI				SMOKVICA	90		30001046.MPG								90		3:33.532	0:00.000	3:33.137	0:07.193									3:31.464	0		69		A					128	MPEG L3-44JP					-31568	6507833	1055027500
TAJCI				DVIJE ZVIJEZDICE	90		30000305.MPG								90		3:40.429	0:00.000	3:40.429	0:16.579									3:37.432	0		68		A					128	MPEG L3-44JP					-31568	1554799373	1042607306
TAJCI				MOJ MALI JE OPASAN	90		30000740.MPG								90		3:05.033	0:00.000	3:02.798	0:00.144									3:01.783	0		66		A					128	MPEG L3-44SP					-31568	257529692	1042608578
TAJCI				TI NEMAS PRAVA NA MENE	MILENIUM 00-08		30002284.MPG								MILENIUM 00-08		4:06.158	0:00.000	4:06.158	0:16.393									3:58.770	0		69		A					160	MPEG L3-44JP					-31568	-1078086410	1163170966
TAJCI				HAJDE DA LUDUJEMO OVE NOCI	80		30000485.MPG								80		2:59.077	0:00.000	2:58.796	0:14.673									2:58.283	0		67		A					128	MPEG L3-44JP					-31568	-1084565638	1161534402
TALIJA				NEMA NICEGA IZMEDJU NAS	MILENIUM 00-08		30000778.MPG								MILENIUM 00-08		3:56.494	0:00.000	3:56.494	0:22.605									3:39.016	0		70		A					128	MPEG L3-44SP					-31568	-179177231	1055015624
TAMARA TODEVSKA				1003	MILENIUM 00-08		30001068.MPG								MILENIUM 00-08		3:16.075	0:00.000	3:16.075	0:29.802									3:09.723	0		63		A					160	MPEG L3-44JP					-31568	913961341	1095736310
TAMARA TODEVSKA				SEX	MILENIUM 00-08		30001069.MPG								MILENIUM 00-08	187	3:46.899	0:00.000	3:44.535	0:37.689									3:43.291	0		66		A					160	MPEG L3-44JP					-31568	-1018065441	1071319286
TAMARA TODEVSKA				SARENA PESMA	RECURENT 08-14		30002286.MPG								RECURENT 08-14		3:28.355	0:00.000	3:18.505	0:13.386									3:13.934	0		62		A					320	MPEG L3-44SP					-31568	1977652188	1244651532
TAMARA TODEVSKA				LOSA DJEVOJKA	MILENIUM 00-08		30001770.MPG								MILENIUM 00-08		3:25.487	0:00.643	3:25.487	0:01.931									3:16.571	0		62		A					128	MPEG L3-44JP					-31568	-1124675630	1151419782
TAMARA TODEVSKA				DAJEM TI SVE	RECURENT 08-14		30002285.MPG								RECURENT 08-14		3:31.121	0:00.000	3:31.121	0:02.812									3:23.459	0		60		A					128	MPEG L3-44JP					-31568	899130119	1215251266
TANITA TIKARAM				TWIST IN MY SOBRIETY	80		30002645.MPG								80		4:51.766	0:00.000	4:48.737	0:17.260									4:41.421	0				A					192	MPEG L3-44JP				23/11/2014	-31568	1765160894	1163693368
TANJA BANJANIN				LJUBAVNA STUDISKA	RECURENT 08-14		30002287.MPG								RECURENT 08-14		4:17.906	0:00.000	4:17.906	0:20.076									4:06.204	0		74		A					192	MPEG L3-44JP					-31568	-1939185825	1244629381
TANJA BANJANIN				LOPOVE	90		30002288.MPG								90		3:33.219	0:00.000	3:33.219	0:21.716									3:25.623	0		69		A					128	MPEG L3-44JP					-31568	-1496242684	1092129268
TANJA BANJANIN				JA CINIM SVE	90		30000482.MPG								90		3:50.482	0:00.330	3:50.166	0:26.648									3:49.151	0		74		A					256	MPEG L3-44SP					-31568	-1782668811	1414932234
TANJA BANJANIN				DA LI SI DOVOLJNO JAK	90		30000207.MPG								90		3:19.053	0:00.000	3:19.053	0:13.880									3:07.147	0		70		A					128	MPEG L3-44SP					-31568	-1718876493	1055714976
TANJA BANJANIN				IGRA	MILENIUM 00-08		30001335.MPG								MILENIUM 00-08		3:08.555	0:01.033	3:08.555	0:09.008									3:02.687	0		63		A					320	MPEG L3-44SP					-31568	237872973	1269033709
TANJA BANJANIN				STRAST	90		30001061.MPG								90		4:39.066	0:00.000	4:39.066	0:29.781									4:23.269	0		71		A					128	MPEG L3-44SP					-31568	1234224568	1055715078
TANJA BANJANIN				BEZOBRAZNA	90		30000120.MPG								90		4:29.609	0:00.000	4:29.609	0:32.321									4:26.176	0		67		A					128	MPEG L3-44SP					-31568	1253877445	1055716380
TANJA JOVOVIC				TI SI MENI SVE	RECURENT 08-14		30002289.MPG								RECURENT 08-14		3:53.252	0:00.000	3:49.905	0:22.113									3:38.209	0		69		A					192	MPEG L2-44SP					-31568	-1468533184	1070660690
TAP 011				PEKARA	90		30000904.MPG								90		3:34.151	0:00.000	3:34.151	0:08.725									3:25.709	0		68		A					128	MPEG L3-44JP					-31568	-1083395816	988043284
TAP 011				ULTRA MEGA GIGA RIBA	90		30001097.MPG								90		3:29.397	0:00.000	3:25.899	0:39.375									3:21.798	0		72		A					160	MPEG L3-44JP					-31568	-2022698227	1071317062
TAP 011				VRAPCI	90		30001156.MPG								90		3:43.973	0:00.000	3:41.288	0:00.000									3:37.954	0		64		A					128	MPEG L3-44JP					-31568	-59355273	987939822
TAP 011				MUZIKA NA SAFIR	90		30000751.MPG								90		3:44.783	0:00.000	3:44.783	0:08.101									3:39.447	0		68		A					128	MPEG L3-44JP					-31568	1319536317	987940038
TAP 011				MODA OD LABUDA	90		30000739.MPG								90		3:55.180	0:00.000	3:54.759	0:32.431									3:53.838	0		70		A					160	MPEG L3-44JP					-31568	-1426796388	1071171992
TAP 011				MODEL IZ SNA	90		30002290.MPG								90		4:23.895	0:00.000	4:19.287	0:33.909									4:18.253	0		67		A					160	MPEG L3-44JP					-31568	906622984	1301061440
TAP 011				STO DANA U MESECU	90		30001060.MPG								90		4:19.970	0:00.000	4:19.970	0:07.333									4:14.214	0		66		A					128	MPEG L3-44JP					-31568	1084282145	988042398
TAP 011				TELEVIZOR	90		30001071.MPG								90		3:33.524	0:00.000	3:30.795	0:22.417									3:28.620	0		66		A					128	MPEG L3-44JP					-31568	2066303352	1064408444
TAP 011				ZBOG TEBE	90		30001190.MPG								90		4:07.196	0:00.000	4:07.196	0:25.953									4:02.689	0		65		A					128	MPEG L3-44JP					-31568	-2123588196	1064408404
TAP 011				OVCA	90		30000886.MPG								90		3:23.807	0:00.000	3:23.807	0:12.774									3:18.166	0		66		A					128	MPEG L3-44JP					-31568	1621564855	987939940
TAP 011				KAPETAN LADJE	MILENIUM 00-08		30000510.MPG								MILENIUM 00-08		3:53.586	0:00.000	3:50.971	0:19.766									3:48.958	0		66		A					128	MPEG L3-44JP					-31568	-1469885886	989865884
TAP 011				BUNDA	90		30000168.MPG								90		3:24.852	0:00.000	3:24.852	0:13.321									3:13.564	0		62		A					128	MPEG L3-44JP					-31568	1335588934	988042948
TAP 011				VUK	90		30001160.MPG								90		2:53.949	0:00.000	2:50.898	0:16.626									2:46.128	0		66		A					128	MPEG L3-44JP					-31568	-521314141	1064408478
TAP 011				MOZDA TI SE VRATI KAO LESI	90		30000750.MPG								90		3:36.267	0:00.000	3:36.267	0:05.083									3:30.962	0		68		A					128	MPEG L3-44JP					-31568	1524306183	988042736
TAP 011				JETI SUMADINAC	90		30000495.MPG								90		4:21.355	0:00.000	4:21.097	0:26.212									4:19.868	0		65		A					128	MPEG L3-44SP					-31568	2000848203	905857358
TAP 011				STA TO BESE MOZAK	90		30001058.MPG								90		4:15.817	0:00.000	4:12.957	0:20.044									4:01.933	0		69		A					128	MPEG L3-44JP					-31568	-1385487434	988042542
TAP 011				ZENE	90		30001304.MPG								90		3:50.478	0:00.000	3:50.478	0:13.905									3:37.243	0		66		A					128	MPEG L3-44JP					-31568	1601123721	987939788
TAP 011				OKRENI BROJ 95	90		30000822.MPG								90		4:09.129	0:00.000	4:09.129	0:00.390									3:59.121	0		67		A					128	MPEG L3-44SP					-31568	2072207271	899522690
TEN SHARP				YOU	90		30002737.MPG								90		4:31.673	0:00.000	4:25.149	0:11.026									4:08.545	0				A					128	MPEG L3-44J				23/11/2014	-31568	-121351460	1227916449
TEREZA KESOVIJA				ZAPJEVAJMO PRIJATELJI	80		30001072.MPG								80		3:41.936	0:00.000	3:39.449	0:01.912									3:36.493	0		66		A					128	MPEG L3-44JP					-31568	1864887610	1014134142
TEREZA KESOVIJA				JA SAM PJESMA	80		30000484.MPG								80		3:52.333	0:00.000	3:50.095	0:05.825									3:47.182	0		67		A					128	MPEG L3-44JP					-31568	1294808936	1014133660
TEREZIJA KESOVIJA				PRIJATELJI STARI GDJE STE	80		30002291.MPG								80		5:07.621	0:00.000	5:07.438	0:12.456									5:06.115	0		71		A					256	MPEG L3-44SP					-31568	627825181	1414933053
TESKA INDUSTRIJA				POMRACENJE SRCA	RECURENT 08-14		30002293.MPG								RECURENT 08-14		3:43.190	0:00.000	3:43.190	0:14.689									3:32.120	0		66		A					128	MPEG L3-44SP					-31568	-486005395	1379441306
TESKA INDUSTRIJA				BOLJE BITI PIJAN NEGO STAR	RECURENT 08-14		30002301.MPG								RECURENT 08-14		4:02.155	0:00.000	3:58.117	0:21.629									3:52.804	0		62		A					320	MPEG L3-44SP					-31568	-1258763926	1307965034
TESKA INDUSTRIJA				TUGO, NESRECO	RECURENT 08-14		30002299.MPG								RECURENT 08-14		3:20.672	0:00.000	3:20.672	0:30.030									3:14.016	0		61		A					320	MPEG L3-44SP					-31568	1202699779	1307965030
TESKA INDUSTRIJA				TI SI MI U KRVI	RECURENT 08-14		30002298.MPG								RECURENT 08-14		3:48.519	0:00.000	3:48.519	0:14.502									3:40.408	0		61		A					320	MPEG L3-44SP					-31568	-1500127737	1307965026
TESKA INDUSTRIJA				JEDINA	RECURENT 08-14		30002300.MPG								RECURENT 08-14		3:46.037	0:00.000	3:46.037	0:18.064									3:35.358	0		62		A					320	MPEG L3-44SP					-31568	-175999659	1307965033
TESKA INDUSTRIJA				A I TI ME IZNEVJERI	RECURENT 08-14		30002296.MPG								RECURENT 08-14		4:13.518	0:00.000	4:13.518	0:03.774									4:08.897	0		62		A					320	MPEG L3-44SP					-31568	-1982092312	1307965021
TESKA INDUSTRIJA				BRAD PITT	RECURENT 08-14		30002292.MPG								RECURENT 08-14		3:34.099	0:00.000	3:34.099	0:22.307									3:25.634	0		62		A					128	MPEG L3-44JP					-31568	3436619	1320878324
TESKA INDUSTRIJA				NIJE HTIJELA	RECURENT 08-14		30002297.MPG								RECURENT 08-14		3:33.629	0:00.000	3:33.629	0:26.446									3:28.388	0		63		A					320	MPEG L3-44SP					-31568	965911851	1307965024
TESKA INDUSTRIJA				U MENI JESEN JE	RECURENT 08-14		30002294.MPG								RECURENT 08-14		3:29.867	0:00.000	3:29.867	0:19.074									3:22.086	0		62		A					320	MPEG L3-44SP					-31568	758750320	1307965017
TESKA INDUSTRIJA				NEKA PADAJU CUSKIJE	RECURENT 08-14		30002295.MPG								RECURENT 08-14		3:53.952	0:00.000	3:53.952	0:27.496									3:48.584	0		62		A					320	MPEG L3-44SP					-31568	-1117329357	1307965019
THALIA				AMOR A LA MEXICANA (REMIX)	90		30002705.MPG								90		3:43.242	0:00.000	3:40.994	0:22.227									3:38.433	0				A					192	MPEG L3-44JP				19/11/2014	-31568	1199776449	1060089279
THE TIDE IS HIGH				ATOMIC KITTEN	90		30002625.MPG								90		3:25.144	0:00.192	3:24.283	0:01.671									3:12.871	0				A					192	MPEG L3-44JP				23/11/2014	-31568	1621521927	1179056138
TIFA				OSTACU S TOBOM	MILENIUM 00-08		30000872.MPG								MILENIUM 00-08		4:58.292	0:00.000	4:58.292	0:14.958									4:52.396	0		64		A					128	MPEG L3-44SP					-31568	-146347236	1055716160
TIFA				AKO ODES TI	80		30000078.MPG								80		3:27.464	0:00.000	3:27.464	0:09.752									3:12.294	0		65		A					128	MPEG L3-44SP					-31568	1130469935	1072652590
TIFA				PLAVE SETRICE	80		30000934.MPG								80		3:35.439	0:00.000	3:35.439	0:13.840									3:19.850	0		71		A					128	MPEG L3-44SP					-31568	-1314352882	1399461628
TIFA				SVEJEDNO JE	90		30001066.MPG								90		3:29.684	0:00.000	3:29.684	0:00.000									3:14.846	0		63		A					128	MPEG L3-44SP					-31568	-1065480081	1072652542
TIFA				BARABA	90		30001074.MPG								90	ELVIRA RAHIC	4:33.920	0:00.000	4:33.920	0:27.498									4:23.765	0		66		A					128	MPEG L3-44JP					-31568	-156446153	1072656428
TIFA				EVO IMA GODINA	MILENIUM 00-08		30001075.MPG								MILENIUM 00-08	MAKADAM	3:46.455	0:00.354	3:42.854	0:33.534									3:40.725	0		69		A					160	MPEG L3-44JP					-31568	859129831	1071171340
TIJANA BOGICEVIC				TRAZIM	RECURENT 08-14		30002306.MPG								RECURENT 08-14		4:21.576	0:00.000	4:20.691	0:20.084									4:16.592	0		63		A					192	MPEG L3-44JP					-31568	1608972344	1271543800
TIJANA DAPCEVIC				ZAGRLJAJ	RECURENT 08-14		30001680.MPG								RECURENT 08-14		4:30.971	0:00.000	4:30.971	0:04.458									4:26.430	0		66		A					320	MPEG L3-44SP					-31568	860133665	1275987574
TIJANA DAPCEVIC				PLAMEN STARE LJUBAVI	RECURENT 08-14		30002309.MPG								RECURENT 08-14		3:21.351	0:00.000	3:21.351	0:15.933									3:18.301	0		62		A					192	MPEG L3-44SP					-31568	1448890162	1223224022
TIJANA DAPCEVIC				NA RASKRSCU	MILENIUM 00-08		30000031.MPG								MILENIUM 00-08		3:46.254	0:00.000	3:46.254	0:21.136									3:39.936	0		60		A					128	MPEG L3-44SP					-31568	431489878	1089637595
TIJANA DAPCEVIC				LJUBI MI SE	RECURENT 08-14		30002307.MPG								RECURENT 08-14		3:16.444	0:00.000	3:16.444	0:27.088									3:10.539	0		66		A					320	MPEG L3-44SP					-31568	844001799	1356333348
TIJANA DAPCEVIC				VERUJ MI	MILENIUM 00-08		30000063.MPG								MILENIUM 00-08		3:39.985	0:00.000	3:39.985	0:05.515									3:33.374	0		63		A					128	MPEG L3-44SP					-31568	431699389	1089637675
TIJANA DAPCEVIC				GLUPO MUSKO MOJE	RECURENT 08-14		30001337.MPG								RECURENT 08-14		3:40.084	0:00.000	3:40.084	0:08.965									3:31.037	0		63		A					320	MPEG L3-44SP					-31568	-117823131	1275986687
TIJANA DAPCEVIC				KAZI MI DA ZNAM	RECURENT 08-14		30001608.MPG								RECURENT 08-14		3:31.046	0:00.000	3:31.046	0:21.821									3:23.333	0		62		A					320	MPEG L3-44SP					-31568	-1315800213	1275987241
TIJANA DAPCEVIC				ZUTA MINUTA	MILENIUM 00-08		30001424.MPG								MILENIUM 00-08		3:33.106	0:00.000	3:33.106	0:01.001									3:25.874	0		64		A					128	MPEG L3-44J					-31568	-1227636927	1181818718
TIJANA DAPCEVIC				NECU	MILENIUM 00-08		30002308.MPG								MILENIUM 00-08		3:01.480	0:00.000	3:01.480	0:12.938									2:56.443	0		63		A					128	MPEG L3-44JP					-31568	-2098491508	1181665957
TIJANA DAPCEVIC				KISOBRAN	A1 CURENT		30002310.MPG								A1 CURENT		3:08.085	0:00.000	3:08.085	0:10.315									3:03.902	0		60		A					256	MPEG L3-44SP					-31568	1766281561	1402907635
TIJANA DAPCEVIC				NE UMEM	MILENIUM 00-08		30002143.MPG								MILENIUM 00-08		4:14.098	0:00.000	4:14.098	0:31.058									4:08.465	0		66		A					192	MPEG L3-44JP					-31568	-1079710637	1181897463
TIJANA DAPCEVIC				DRAGI	MILENIUM 00-08		30002305.MPG								MILENIUM 00-08		3:50.164	0:00.000	3:50.164	0:23.804									3:45.242	0		64		A					128	MPEG L3-44J					-31568	-1896610891	1181679784
TIJANA DAPCEVIC				KADA SANJAMO	MILENIUM 00-08		30001669.MPG								MILENIUM 00-08		4:29.848	0:00.000	4:29.848	0:08.455									4:23.820	0		63		A					320	MPEG L3-44SP					-31568	-2126874306	1275987489
TIJANA DAPCEVIC				ONA TO ZNA	MILENIUM 00-08		30000025.MPG								MILENIUM 00-08		3:25.931	0:00.000	3:25.931	0:14.359									3:19.417	0		62		A					128	MPEG L3-44SP					-31568	117507038	1089637584
TIJANA DAPCEVIC				RODJEN DA BUDES MOJ	MILENIUM 00-08		30000996.MPG								MILENIUM 00-08		3:32.741	0:00.000	3:32.741	0:38.003									3:23.353	0		64		A					160	MPEG L3-44JP					-31568	588594261	1071233290
TIJANA DAPCEVIC				ZNAM	RECURENT 08-14		30001477.MPG								RECURENT 08-14		3:41.469	0:00.000	3:31.844	0:11.451									3:28.894	0		62		A					320	MPEG L3-44SP					-31568	-589507377	1275986932
TINA				LOZA	RECURENT 08-14		30000598.MPG								RECURENT 08-14		4:40.741	0:00.000	4:40.569	0:37.616									4:39.304	0		71		A					256	MPEG L3-44SP					-31568	1981487961	1414935792
TINA				VRATI JE	80		30001157.MPG								80		4:30.132	0:00.000	4:30.132	0:41.908									4:25.423	0		70		A					160	MPEG L3-44JP					-31568	-1299298806	1064986174
TINA				IDI	90		30000464.MPG								90		5:04.117	0:00.000	5:04.117	0:37.650									4:55.486	0		71		A					160	MPEG L3-44JP					-31568	26634370	1064985564
TINA				KAD BI MOGLO	90		30000507.MPG								90		3:12.470	0:00.000	3:12.470	0:28.500									3:06.535	0		68		A					160	MPEG L3-44JP					-31568	-1846507530	1064985052
TINA TURNER				THE BEST	80		30002755.MPG								80		4:10.174	0:00.548	4:07.397	0:09.526									4:01.653	0				A					128	MPEG L3-44J				23/11/2014	-31568	1232505510	1227911337
TINA TURNER				PRIVATE DANCER	80		30002754.MPG								80		4:01.632	0:00.378	3:57.376	0:18.553									3:50.561	0				A					128	MPEG L3-44J				23/11/2014	-31568	-584083025	1227911279
TINA TURNER				WHAT'S LOVE GOT TO DO WITH IT	80		30002757.MPG								80		3:50.269	0:00.000	3:50.269	0:19.810									3:28.692	0				A					128	MPEG L3-44J				23/11/2014	-31568	990996757	908997784
TINA TURNER				YOU CAN'T STOP ME LOVING YOU	80		30002758.MPG								80		4:00.065	0:00.112	3:53.542	0:21.292									3:45.247	0				A					128	MPEG L3-44J				23/11/2014	-31568	-942655046	908999106
TINA TURNER				TWO PEOPLE	80		30002671.MPG								80		4:05.768	0:00.453	4:00.974	0:22.254									3:59.362	0				A					128	MPEG L3-44JP				19/11/2014	-31568	-187113101	1032217916
TINA TURNER				IN YOUR WILDEST DREAMS	80		30002709.MPG								80	BARRY WHITE	3:57.662	0:01.071	3:53.811	0:13.438									3:52.350	0				A					128	MPEG L3-44J				19/11/2014	-31568	-954723855	1227834161
TINA TURNER				WHEN THE HEARTACHE IS OVER	80		30002720.MPG								80		3:42.746	0:00.000	3:37.855	0:27.927									3:35.847	0				A					128	MPEG L3-44J				19/11/2014	-31568	-1666929530	1227596500
TINA VUKOV				TROJE	RECURENT 08-14		30002311.MPG								RECURENT 08-14		4:11.376	0:00.000	4:11.376	0:02.166									3:54.582	0		64		A					320	MPEG L3-44J					-31568	-388103980	1162195268
TITOGRAD				NE BRINI	RECURENT 08-14		30002312.MPG								RECURENT 08-14	MOMCILO OTASEVIC	4:25.381	0:00.000	4:25.243	0:36.891									4:24.455	0		67		A					256	MPEG L3-44SP					-31568	-1326295898	1414935348
TOM JONES				SEXBOMB	90		30002682.MPG								90	MOUSSE T	3:31.887	0:00.000	3:30.099	0:16.600									3:28.759	0				A					128	MPEG L3-44JP				19/11/2014	-31568	1262406261	1106675396
TONY BRAXTON				UN BREAK MY HEART	90		30002759.MPG								90		4:32.621	0:00.469	4:26.622	0:21.104									4:16.326	0				A					128	MPEG L3-44JP				23/11/2014	-31568	-825886666	909000390
TONY CETINSKI				COVJEK OD LEDA	MILENIUM 00-08		30000006.MPG								MILENIUM 00-08		3:52.181	0:00.000	3:52.181	0:17.827									3:40.299	0		65		A					192	MPEG L3-44SP					-31568	1064741336	1135103154
TONY CETINSKI				AKO SE TO ZOVE LJUBAV	RECURENT 08-14		30001415.MPG								RECURENT 08-14		5:02.419	0:00.000	5:02.419	0:22.511									4:55.968	0		64		A					128	MPEG L3-44J					-31568	304469899	1219583678
TONY CETINSKI				OD MILIJUN ZENA	RECURENT 08-14		30001490.MPG								RECURENT 08-14		4:05.786	0:00.000	4:05.786	0:13.865									3:55.526	0		64		A					128	MPEG L3-44J					-31568	-320847546	1219583692
TONY CETINSKI				ZVIJEZDA	MILENIUM 00-08		30001084.MPG								MILENIUM 00-08		3:32.984	0:00.000	3:32.984	0:16.853									3:23.412	0		64		A					128	MPEG L3-44JP					-31568	732745275	1071139332
TONY CETINSKI				JA SAM ZALJUBLJEN	90		30000011.MPG								90		4:39.725	0:00.000	4:39.725	0:05.698									4:29.583	0		65		A					160	MPEG L3-44SP					-31568	702289512	1149754539
TONY CETINSKI				SVE BIH OPET	MILENIUM 00-08		30001083.MPG								MILENIUM 00-08		3:58.505	0:00.000	3:58.505	0:39.429									3:50.222	0		65		A					128	MPEG L3-44JP					-31568	-2024749700	1071138550
TONY CETINSKI				RIJEKA LJUBAVI	MILENIUM 00-08		30001082.MPG								MILENIUM 00-08		4:23.897	0:00.000	4:23.897	0:21.710									4:12.256	0		65		A					128	MPEG L3-44JP					-31568	-821509715	1071138724
TONY CETINSKI				PRAH I PEPEO	MILENIUM 00-08		30001081.MPG								MILENIUM 00-08		3:29.035	0:00.000	3:28.957	0:27.451									3:28.229	0		70		A					256	MPEG L3-44SP					-31568	-462908753	1414658524
TONY CETINSKI				BUDI UZ MENE	MILENIUM 00-08		30000057.MPG								MILENIUM 00-08		3:19.711	0:00.000	3:19.711	0:18.619									3:08.856	0		66		A					192	MPEG L3-44SP					-31568	267241066	1135103687
TONY CETINSKI				STO SI TI MENI	MILENIUM 00-08		30000016.MPG								MILENIUM 00-08		3:30.917	0:00.000	3:30.917	0:16.029									3:18.466	0		67		A					192	MPEG L3-44SP					-31568	1988320141	1135103206
TONY CETINSKI				23 PROSINAC	90		30001077.MPG								90		5:02.210	0:00.236	5:02.210	0:05.446									4:48.423	0		73		A					128	MPEG L3-44J					-31568	698530767	929579728
TONY CETINSKI				KAD BI DAO BOG	MILENIUM 00-08		30000022.MPG								MILENIUM 00-08		3:24.073	0:00.000	3:24.073	0:15.029									3:12.823	0		68		A					192	MPEG L3-44SP					-31568	2049003885	1135103256
